group_id,title,published_at,url,keywords,timestamp
3,Caitlin Clark’s Iowa legacy will last even without March Madness title: ‘So much to be proud of’,2024-04-08T01:09:34Z,https://nypost.com/2024/04/07/sports/caitlin-clarks-legacy-will-last-even-without-march-madness-title/,"Iowa, Proud, Legacy, Title",2024-04-09 07:15:40
4,Engineer's testimony reveals Tesla's advanced autopilot system involves following lane markings: report,2024-04-08T02:32:58Z,https://www.businessinsider.com/tesla-autopilot-lane-markings-2018-fatal-crash-2024-4,"Autopilot, Markings, System, Engineer",2024-04-09 07:15:40
1,30 Under 30 Europe Art & Culture 2024: Meet The Artists And Creatives Designing The Future,2024-04-09T04:00:00Z,https://www.forbes.com/sites/simonemelvin/2024/04/09/30-under-30-europe-art--culture-2024-meet-the-artists-and-creatives-designing-the-future/,"Europe, Creatives, Designing, Future",2024-04-10 07:15:54
2,Devastation in Gaza as Israel wages war on Hamas,2024-04-09T04:00:29Z,https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-04-09-24/index.html,"Devastation, Gaza, Wares, War",2024-04-10 07:15:54
3,G League’s Lindsey Harding to get interview with NBA’s Hornets,2024-04-09T02:32:05Z,https://nypost.com/2024/04/08/sports/g-leagues-lindsey-harding-to-get-interview-with-nbas-hornets/,"League, Lindsey, Interview, Hornets",2024-04-10 07:15:54
4,The eclipse at Niagara Falls: 'Wow! Spectacular',2024-04-09T01:10:07Z,https://www.bbc.co.uk/news/av/world-us-canada-68727865,"Eclipse, Niagara, Spectacular, Wow",2024-04-10 07:15:54
1,Intel’s Challenges Nvidia With Gaudi 3 AI Accelerator,2024-04-10T03:43:45Z,https://www.forbes.com/sites/stevemcdowell/2024/04/09/intels-challenges-nvidia-with-gaudi-3-ai-accelerator/,"Intel, Gaudi, Accelerator, Challenges",2024-04-11 07:15:46
2,Israel Gaza: Australia hints it could recognise Palestinian state,2024-04-10T02:58:49Z,https://www.bbc.com/news/world-australia-68758678?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Australia, Recognise, State, Palestinian",2024-04-11 07:15:46
3,Dubstep star pulls out of Coachella over visa 'snag',2024-04-10T00:41:25Z,https://www.bbc.co.uk/news/uk-68776459,"Visa, Snag, Pulls, Dubstep",2024-04-11 07:15:46
4,Fun Games To Pass The Time On Your Next Roadtrip,2024-04-10T01:05:00Z,https://www.forbes.com/sites/brittanyanas/2024/04/09/fun-road-trip-games/,"Roadtrip, Games, Pass, Time",2024-04-11 07:15:46
1,Dad asked for donations after murdering baby son,2024-04-11T04:59:01Z,https://www.bbc.co.uk/news/uk-england-leicestershire-68781680,"Dad, Donations, Murdering, Baby",2024-04-12 07:15:47
2,Replace “No” With “Whoa”: 3 Questions To Help Avoid Making Assumptions,2024-04-11T04:05:45Z,https://www.forbes.com/sites/jaysullivan/2024/04/11/replace-no-with-whoa-3-questions-to-help-avoid-making-assumptions/,"Replace, Questions, Avoid, Assumptions",2024-04-12 07:15:47
3,PM Modi pays tributes to social reformer Phule on birth anniversary,2024-04-11T05:11:07Z,https://timesofindia.indiatimes.com/india/pm-modi-pays-tributes-to-social-reformer-phule-on-birth-anniversary/articleshow/109212608.cms,"Modi, Pays, Tributes, Birth",2024-04-12 07:15:47
4,Police to relook at Caroline Flack charge decision,2024-04-11T01:54:59Z,https://www.bbc.co.uk/news/entertainment-arts-68786078,"Police, Relook, Charge, Decision",2024-04-12 07:15:47
1,Sikkim: Army conducts anti-tank guided missile firing at super-high-altitude,2024-04-12T05:50:53Z,https://timesofindia.indiatimes.com/india/sikkim-army-conducts-anti-tank-guided-missile-firing-at-super-high-altitude/articleshow/109236698.cms,"Army, Guided, Missile, Super-High-Altitude",2024-04-13 07:12:01
2,"The best fast food restaurants in America, ranked — is your favorite on the list?",2024-04-12T03:44:31Z,https://nypost.com/2024/04/11/lifestyle/the-best-fast-food-restaurants-in-america-in-2024-ranked/,"Pizza, Sandwiches, Established, Chains",2024-04-13 07:12:01
3,"From the Archive: Heart and Soul - Faith, terrorists and mercy at Guantanamo",2024-04-12T00:30:00Z,https://www.bbc.co.uk/programmes/p0hq097k,"Faith, Terrorists, Mercy, Detainees",2024-04-13 07:12:01
4,"Russian spacecraft, US satellite nearly collided in shockingly close call that ‘really scared’ NASA",2024-04-12T03:28:11Z,https://nypost.com/2024/04/11/world-news/russian-spacecraft-and-us-satellite-nearly-collided-in-close-call-nasa/,"Russian, Spacecraft, Us, Collision",2024-04-13 07:12:01
1,Carolyn Hax: Sister-in-law wants time with family — but not with their kids,2024-04-13T04:00:00Z,https://www.washingtonpost.com/advice/2024/04/13/carolyn-hax-sister-in-law-kids/,"Sister-In-Law, Wants, Time, With",2024-04-14 08:53:04
2,GB win team pursuit golden double in Canada,2024-04-13T06:16:38Z,https://www.bbc.co.uk/sport/cycling/68805131,"Gb, Win, Golden, Canada",2024-04-14 08:53:04
3,"Mexico struggling to find medical fentanyl, despite cartels making loads of the illicit drug: study",2024-04-13T03:36:57Z,https://nypost.com/2024/04/12/world-news/mexico-struggling-to-find-medical-fentanyl-despite-being-leading-illicit-producer-study/,"Struggling, Loads, Medical, Cartels",2024-04-14 08:53:04
4,A Psychologist’s Guide To Breaking Free Of ‘Eldest Daughter Syndrome’,2024-04-13T01:00:38Z,https://www.forbes.com/sites/traversmark/2024/04/12/a-psychologists-guide-to-breaking-free-of-eldest-daughter-syndrome/,"Responsible, Perfectionism, Approval, Expectations",2024-04-14 08:53:04
1,Iran’s terror-enabling supreme leader only opens the door for Israel to hit back hard,2024-04-14T02:53:47Z,https://nypost.com/2024/04/13/opinion/irans-terror-enabling-supreme-leader-only-opens-the-door-for-israel-to-hit-back-hard/,"Iran, Terror, Supreme, Israel",2024-04-15 07:16:10
2,It’s Anyone’s Green Jacket As Masters Heads Toward Loud Finish,2024-04-14T00:01:56Z,https://www.forbes.com/sites/philrogers/2024/04/13/its-anyones-green-jacket-as-masters-heads-toward-loud-finish/,"Green, Masters, Finish, Loud",2024-04-15 07:16:10
3,Factories around the world are slowly cranking into gear again,2024-04-14T02:42:12Z,https://economictimes.indiatimes.com/news/international/business/factories-around-the-world-are-slowly-cranking-into-gear-again/articleshow/109281211.cms,"Factories, World, Gear, Slowly",2024-04-15 07:16:10
4,"Garena Free Fire MAX redeem codes for April 14: Check today’s rewards like skins, diamonds, weapons, and more",2024-04-14T03:56:50Z,https://timesofindia.indiatimes.com/technology/gaming/garena-free-fire-max-redeem-codes-for-april-14-check-todays-rewards-like-skins-diamonds-weapons-and-more/articleshow/109281907.cms,"Garena, April, Skins, Weapons",2024-04-15 07:16:10
1,Knicks’ Precious Achiuwa steps up in crucial moments of overtime win,2024-04-15T04:50:44Z,https://nypost.com/2024/04/15/sports/knicks-precious-achiuwa-steps-up-in-crucial-moments-of-overtime-win/,"Knicks, Precious, Crucial, Overtime",2024-04-16 07:15:13
2,Two bodies recovered amid missing Kansas moms investigation as search turns to murder probe,2024-04-15T05:28:52Z,https://nypost.com/2024/04/15/us-news/2-bodies-recovered-amid-missing-kansas-moms-veronica-butler-jillian-kelley-investigation/,"Bodies, Missing, Search, Probe",2024-04-16 07:15:13
3,Kesha and Reneé Rapp let Coachella know their opinions about Diddy,2024-04-15T04:30:28Z,https://www.businessinsider.com/kesha-renee-rapp-tik-tok-diddy-coachella-2024-4,"Kesha: Surprise, Fun, Exciting, Spirited
Reneé Rapp:",2024-04-16 07:15:13
4,NBA fans wonder if Cavaliers tanked fourth quarter for playoff seeding,2024-04-15T02:05:08Z,https://nypost.com/2024/04/14/sports/nba-fans-wonder-if-cavaliers-tanked-fourth-quarter-for-playoff-seeding/,"Cavaliers, Tanked, Playoff, Seeding",2024-04-16 07:15:13
1,Zack Snyder Talks ‘Rebel Moon’ Sequel And Director's Cuts Release Date,2024-04-15T12:30:05Z,https://www.forbes.com/sites/jeffconway/2024/04/15/zack-snyder-talks-rebel-moon-sequel-and-directors-cuts-release-date/,"Rebel, Release, Director, Moon",2024-04-16 16:12:52
2,"6 things to do right now to boost your security, privacy before it’s too late",2024-04-15T14:00:58Z,https://www.foxnews.com/tech/6-things-to-do-right-now-to-boost-your-security-privacy-before-its-too-late,"Keep, Updates, Secure, Data",2024-04-16 16:12:52
3,Flights cancelled after Iran's strike on Israel,2024-04-15T10:03:52Z,https://www.bbc.co.uk/news/business-68816477,"Flights, Cancelled, Iran'S, Strike",2024-04-16 16:12:52
4,"UK shot Iran drones to deescalate conflict, says Cameron",2024-04-15T10:02:20Z,https://www.bbc.co.uk/news/uk-68815198,"Uk, Drones, Deescalate, Conflict",2024-04-16 16:12:52
1,Sarah Snook's chicken and nine other Olivier moments,2024-04-15T00:34:04Z,https://www.bbc.co.uk/news/entertainment-arts-68813936,"Sarah, Snook, Chicken, Olivier",2024-04-16 16:23:49
2,"The Monkees’ Micky Dolenz, A Physics Connoisseur? Who Knew?",2024-04-15T12:40:08Z,https://www.forbes.com/sites/jimclash/2024/04/15/the-monkees-micky-dolenz-a-physics-connoisseur-who-knew/,"Monkees, Micky Dolenz, Physics, Connoisseur",2024-04-16 16:23:49
3,Bruce Lehrmann: Judge finds Brittany Higgins was raped inside parliament,2024-04-15T07:48:01Z,https://www.bbc.com/news/world-australia-68814811?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Brittany, Parliament, Raped, Judge",2024-04-16 16:23:49
4,"Tim Cook has arrived in Vietnam for a two-day trip, as Apple boosts ties with its key manufacturing hub",2024-04-15T12:53:41Z,https://www.businessinsider.com/tim-cook-apple-ceo-arrives-vietnam-key-manufacturing-hub-2024-4,"Vietnam, Manufacturing, Ties, Apple",2024-04-16 16:23:49
1,Grimes sorry for Coachella technical difficulties,2024-04-15T09:29:29Z,https://www.bbc.co.uk/news/newsbeat-68816031,"Grimes, Sorry, Coachella, Difficulties",2024-04-16 16:37:08
2,Bruce Lehrmann: Judge finds Brittany Higgins was raped inside parliament,2024-04-15T07:48:01Z,https://www.bbc.com/news/world-australia-68814811?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Judge, Finds, Brittany, Raped",2024-04-16 16:37:08
3,Zack Snyder Talks ‘Rebel Moon’ Sequel And Director's Cuts Release Date,2024-04-15T12:30:05Z,https://www.forbes.com/sites/jeffconway/2024/04/15/zack-snyder-talks-rebel-moon-sequel-and-directors-cuts-release-date/,"Sequel, Release, Date, Director",2024-04-16 16:37:08
4,How to hide apps on your iPhone to keep them secret,2024-04-15T10:00:16Z,https://www.foxnews.com/tech/how-to-hide-apps-on-your-iphone-to-keep-them-secret,"Last,Screen,Folder,Secret",2024-04-16 16:37:08
1,A CIO details 4 reasons why the recent inflation spike is temporary — and says the Fed will still cut rates 3 times this year,2024-04-15T14:43:40Z,https://www.businessinsider.com/inflation-rate-economy-outlook-rebound-over-fed-interest-cuts-forecast-2024-4,"Cio, Temporary, Spike, Rates",2024-04-16 16:39:52
2,Trump's first criminal trial to begin in New York,2024-04-15T01:14:06Z,https://www.bbc.co.uk/news/world-us-canada-68671732,"Trial, New York, Criminal, Begin",2024-04-16 16:39:52
3,Forest consider Hillsborough memorial at City Ground,2024-04-15T07:31:54Z,https://www.bbc.co.uk/sport/football/68790535,"Forest, Hillsborough, Memorial, City Ground",2024-04-16 16:39:52
4,Why “Complete” Cybersecurity Is An Oxymoron,2024-04-15T11:00:00Z,https://www.forbes.com/sites/forbestechcouncil/2024/04/15/why-complete-cybersecurity-is-an-oxymoron/,"Complete, Cybersecurity, Oxymoron, Important",2024-04-16 16:39:52
1,Artemi Panarin’s Must-See Season Guides New York Rangers To Presidents’ Trophy,2024-04-16T04:53:27Z,https://www.forbes.com/sites/larryfleisher/2024/04/16/artemi-panarins-must-see-season-guides-new-york-rangers-to-presidents-trophy/,"Presidents, Trophy, Russian, Success",2024-04-17 07:18:08
2,7 Ways To Transform Yourself Into A Collaborative Leader,2024-04-16T04:32:40Z,https://www.forbes.com/sites/martinzwilling/2024/04/16/7-ways-to-transform-yourself-into-a-collaborative-leader/,"Transform, Collaborative, Leader, Empowerment",2024-04-17 07:18:08
3,"Dollar firms after hot retail sales, yen languishes; China data awaited",2024-04-16T02:37:06Z,https://economictimes.indiatimes.com/markets/forex/dollar-firms-after-hot-retail-sales-yen-languishes-china-data-awaited/articleshow/109329819.cms,"Dollar, Firms, Hot, Retail",2024-04-17 07:18:08
4,Israeli military tells Palestinians not to return to north Gaza after witnesses say troops killed 5,2024-04-16T01:03:54Z,https://economictimes.indiatimes.com/news/defence/israeli-military-tells-palestinians-not-to-return-to-north-gaza-after-witnesses-say-troops-killed-5/articleshow/109328862.cms,"Israeli, North, Gaza, Killed",2024-04-17 07:18:08
1,Rare species of rodent captured on West Virginia trail camera,2024-04-17T01:30:36Z,https://nypost.com/2024/04/16/us-news/rare-species-of-rodent-captured-on-west-virginia-trail-camera/,"Rare, Species, Captured, West Virginia",2024-04-18 07:16:08
2,Third Disney Cruise crew member arrested on child porn charges this year,2024-04-17T04:45:10Z,https://nypost.com/2024/04/17/us-news/disney-cruise-employee-tirso-neri-arrested-on-child-porn-charges/,"Crew, Arrested, Charges, Year",2024-04-18 07:16:08
3,Kings eliminate Warriors with dominant NBA play-in tournament win,2024-04-17T05:26:00Z,https://nypost.com/2024/04/17/sports/kings-eliminate-warriors-from-nba-play-in-tournament/,"Kings,Eliminate,Dominant,Win",2024-04-18 07:16:08
4,Northeast warmth will come to crashing halt as April showers bring back chilly temps,2024-04-17T00:52:42Z,https://nypost.com/2024/04/16/lifestyle/northeast-warmth-will-come-to-crashing-halt-as-april-showers-bring-back-chilly-temps/,"Northeast, April, Showers, Chilly",2024-04-18 07:16:08
1,A shorter workweek is coming for one of Asia's top business hubs,2024-04-17T07:52:12Z,https://www.businessinsider.com/singapore-workers-can-request-shorter-weeks-and-work-from-home-2024-4,"Workweek, Asia, Business, Hub",2024-04-18 10:42:26
2,Yvonne Fletcher suspect faces private prosecution,2024-04-17T07:00:32Z,https://www.bbc.co.uk/news/uk-england-68826304,"Suspect, Private, Prosecution, Yvonne",2024-04-18 10:42:26
3,Harvard Medical School professor massively plagiarized report for Lockheed Martin suit: judge,2024-04-17T02:26:00Z,https://nypost.com/2024/04/16/us-news/harvard-medical-school-professor-plagiarized-a-report-for-lockheed-martin-suit-judge/,"Harvard, Medical, Lockheed, Martin",2024-04-18 10:42:26
4,How AI Is Set To Transform Airports And Air Travel,2024-04-17T06:04:00Z,https://www.forbes.com/sites/cognitiveworld/2024/04/17/how-ai-is-set-to-transform-airports-and-air-travel/,"Transform, Airports, Ai, Travel",2024-04-18 10:42:26
1,Relegated Rotherham sack head coach Richardson,2024-04-17T09:20:07Z,https://www.bbc.co.uk/sport/football/68834834,"Relegated, Head Coach, Richardson, Rotherham",2024-04-18 11:03:29
2,Crises Threaten China’s Booming Energy Storage Market,2024-04-17T08:52:30Z,https://www.forbes.com/sites/woodmackenzie/2024/04/17/crises-threaten-chinas-booming-energy-storage-market/,"Threaten, China, Energy, Market",2024-04-18 11:03:29
3,'Off-the-scale' demand fuelling gig ticket scams,2024-04-17T05:24:10Z,https://www.bbc.co.uk/news/uk-northern-ireland-68831241,"Demand, Ticket, Scams, Fuelling",2024-04-18 11:03:29
4,DUP MPs vote against proposed smoking ban,2024-04-17T08:33:19Z,https://www.bbc.co.uk/news/uk-politics-68833975,"Dup, Mps, Proposed, Smoking",2024-04-18 11:03:29
1,Lakers beat Pelicans to reach play-offs,2024-04-17T09:10:29Z,https://www.bbc.co.uk/sport/av/basketball/68834757,"Lakers, Pelicans, Play-Offs, Reach",2024-04-18 11:14:32
2,Yvonne Fletcher suspect faces private prosecution,2024-04-17T07:00:32Z,https://www.bbc.co.uk/news/uk-england-68826304,"Suspect, Private, Prosecution, Yvonne",2024-04-18 11:14:32
3,Relegated Rotherham sack head coach Richardson,2024-04-17T09:20:07Z,https://www.bbc.co.uk/sport/football/68834834,"Relegated, Rotherham, Sack, Head",2024-04-18 11:14:32
4,Lioness Stanway tattoos someone for the first time,2024-04-17T05:52:20Z,https://www.bbc.co.uk/sport/av/football/68830531,"Tattoos, Lioness, Stanway, First",2024-04-18 11:14:32
1,The poker parent,2024-04-18T00:30:00Z,https://www.bbc.co.uk/programmes/p0hrlq1f,"Control,Behavior,Child,Parent.",2024-04-19 07:16:24
2,Six of the best Liverpool comebacks in Europe,2024-04-18T06:02:19Z,https://www.bbc.co.uk/sport/football/68830563,"Liverpool, Crucial, Memorable, Stunning",2024-04-19 07:16:24
3,Contract Extension Decisions Looming This Offseason For Rockets,2024-04-18T01:40:29Z,https://www.forbes.com/sites/rahathuq/2024/04/17/contract-extension-decisions-looming-this-offseason-for-rockets/,"Contract, Decisions, Offseason, Rockets",2024-04-19 07:16:24
4,Sensex Today | Stock Market LIVE Updates: GIFT Nifty signals a muted start; Asian shares trade mixed,2024-04-18T01:45:00Z,https://economictimes.indiatimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-18-april-2024/liveblog/109386995.cms,"Sensex, Stock, Market, Live",2024-04-19 07:16:24
1,All The Records Taylor Swift’s ‘The Tortured Poets Department’ Has Already Broken Or Could Break,2024-04-19T04:00:00Z,https://www.forbes.com/sites/tonifitzgerald/2024/04/19/all-the-records-taylor-swifts-the-tortured-poets-department-has-already-broken-or-could-break/,"Records, Taylor Swift, Tortured, Department",2024-04-20 07:14:11
2,Reed Garrett proves to be unexpected unhittable Mets reliever,2024-04-19T01:51:33Z,https://nypost.com/2024/04/18/sports/reed-garrett-proves-to-be-unexpected-unhittable-mets-reliever/,"Reed, Garrett, Unexpected, Unpredicted",2024-04-20 07:14:11
3,"You’ve Automated Much Of Your Small Business. Should You Put Your Investing On Autopilot, Too?",2024-04-19T02:47:48Z,https://www.forbes.com/sites/elainepofeldt/2024/04/18/youve-automated-much-of-your-small-business-should-you-put-your-investing-on-autopilot-too/,"Automated, Small, Business, Investing",2024-04-20 07:14:11
